name,player_id
Derrick Walton,waltode01
Ike Anigbogu,anigbik01
Tyler Dorsey,dorsety01
Danuel House,houseda01
Tyrone Wallace,wallaty01
Milton Doyle,doylemi01
Khem Birch,birchkh01
Ivan Rabb,rabbiv01
Alex Caruso,carusal01
Kyle Collinsworth,colliky01
Myke Henry,henrymy01
Josh Gray,grayjo01
Daniel Hamilton,hamilda02
Luke Kornet,kornelu01
Monte Morris,morrimo01
Andrew White,whitean01
Shaquille Harrison,harrish01
Brice Johnson,johnsbr02
Xavier Rathan-Mayes,rathaxa01
Alec Peters,peteral01
Jaylen Morris,morrija01
Davon Reed,reedda01
John Holland,hollajo02
Matt Costello,costema01
Damion Lee,leeda03
Malcolm Miller,millema01
Johnathan Motley,motlejo01
Isaiah Hicks,hicksis01
Mangok Mathiang,mathima01
Rodney Purvis,purviro01
Aaron Harrison,harriaa01
Jamel Artis,artisja01
Nigel Hayes,hayesni01
Jabari Bird,birdja01
Ryan Arcidiacono,arcidry01
Andre Ingram,ingraan01
London Perrantes,perralo01
Thomas Bryant,bryanth01
Omari Johnson,johnsom01
Aaron Jackson,jacksaa01
Donte DiVincenzo,divindo01
Jaren Jackson,jacksja02
Shai Gilgeous-Alexander,gilgesh01
Trae Young,youngtr01
Allonzo Trier,trieral01
Omari Spellman,spellom01
Mo Bamba,bambamo01
Deandre Ayton,aytonde01
Luka Dončić,doncilu01
Marvin Bagley,baglema01
Landry Shamet,shamela01
Wendell Carter,cartewe01
Kevin Knox,knoxke01
Rodions Kurucs,kurucro01
Collin Sexton,sextoco01
Miles Bridges,bridgmi02
Isaiah Briscoe,briscis01
Georges Niang,niangge01
Josh Okogie,okogijo01
Mikal Bridges,bridgmi01
Kevin Huerter,huertke01
Harry Giles,gilesha01
Hamidou Diallo,diallha01
Alfonzo McKinnie,mckinal01
Johnathan Williams,willijo04
Mitchell Robinson,robinmi01
Jalen Brunson,brunsja01
Bruce Brown,brownbr01
Elie Okobo,okoboel01
Frank Jackson,jacksfr01
Gary Clark,clarkga01
Chandler Hutchison,hutchch01
De'Anthony Melton,meltode01
Isaiah Hartenstein,harteis01
Grayson Allen,allengr01
Troy Brown,browntr01
Jared Terrell,terreja01
Furkan Korkmaz,korkmfu01
Deonte Burton,burtode02
Gary Trent,trentga02
Aaron Holiday,holidaa01
Devonte' Graham,grahade01
Devin Robinson,robinde01
Moritz Wagner,wagnemo01
Chimezie Metu,metuch01
Khyri Thomas,thomakh01
Sviatoslav Mykhailiuk,mykhasv01
Robert Williams,williro04
Jaron Blossomgame,blossja01
Jevon Carter,carteje01
D.J. Wilson,wilsodj01
Shake Milton,miltosh01
Jonah Bolden,boldejo01
Chris Boucher,bouchch01
Theo Pinson,pinsoth01
Ryan Broekhoff,broekry01
Brad Wanamaker,wanambr01
Jerome Robinson,robinje01
Lonnie Walker,walkelo01
Emanuel Terry,terryem01
Mitch Creek,creekmi01
Kadeem Allen,allenka01
Edmond Sumner,sumneed01
Kenrich Williams,willike04
Julian Washburn,washbju01
Yuta Watanabe,watanyu01
Drew Eubanks,eubandr01
Deng Adel,adelde01
Jaylen Adams,adamsja01
Keita Bates-Diop,bateske01
Cameron Reynolds,reynoca01
Ray Spalding,spaldra01
Brandon Sampson,sampsbr01
Walt Lemon,lemonwa01
Rawle Alkins,alkinra01
Bonzie Colson,colsobo01
Jemerrio Jones,jonesje01
Zhaire Smith,smithzh01
Daryl Macon,maconda01
Billy Garrett,garrebi01
Jacob Evans,evansja02
PJ Dozier,doziepj01
Alize Johnson,johnsal02
Duncan Robinson,robindu01
Amile Jefferson,jeffeam01
Tony Bradley,bradlto01
Naz Mitrou-Long,mitrona01
Marcus Derrickson,derrima01
Anfernee Simons,simonan01
Nicolò Melli,mellini01
Terence Davis,daviste02
P.J. Washington,washipj01
Coby White,whiteco01
Rui Hachimura,hachiru01
Chris Chiozza,chiozch01
Isaac Bonga,bongais01
Kendrick Nunn,nunnke01
Tyler Herro,herroty01
Ja Morant,moranja01
Chris Silva,silvach01
Brandon Clarke,clarkbr01
Darius Garland,garlada01
Matisse Thybulle,thybuma01
RJ Barrett,barrerj01
De'Andre Hunter,huntede01
Eric Paschall,pascher01
Grant Williams,willigr01
Caleb Martin,martica02
Nickeil Alexander-Walker,alexani01
Darius Bazley,bazleda01
Wenyen Gabriel,gabriwe01
Jordan Poole,poolejo01
Bruno Fernando,fernabr01
Jaxson Hayes,hayesja02
Cam Reddish,reddica01
Kevin Porter,porteke02
Ky Bowman,bowmaky01
Cameron Johnson,johnsca02
Terance Mann,mannte01
Michael Porter,portemi01
Goga Bitadze,bitadgo01
Jarrett Culver,culveja01
Admiral Schofield,schofad01
Chris Clemons,clemoch01
Cody Martin,martico01
Carsen Edwards,edwarca01
Marko Guduric,gudurma01
Matt Thomas,thomama02
Nassir Little,littlna01
Nicolas Claxton,claxtni01
Džanan Musa,musadz01
Javonte Green,greenja02
